sample_id,pair_id,attack,model,pretrained,source_file,target_enroll_file,adv_file,perturbation_file,source_name,target_name,threshold,similarity_before,similarity_after_attack,similarity_gain,accepted_before,accepted_after_attack,attack_success_before_defense,epsilon,alpha,steps,l2,linf,time_sec
vf_ea54843f0264,pair_000002,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_ea54843f0264/source/John_Ashcroft_0030.jpg,samples/0.005/vf_ea54843f0264/target_enroll/Tony_Blair_0051.jpg,samples/0.005/vf_ea54843f0264/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_ea54843f0264/perturbation/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.005_a0.001_s10_perturbation.jpg,John_Ashcroft,Tony_Blair,0.47966246581077576,0.25670093297958374,0.4593991,0.2616159915924072,False,False,True,0.005,0.001,10,1.1545367240905762,0.005000025033950806,1.091600514999982
vf_7d3bb72dda48,pair_000004,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_7d3bb72dda48/source/Tony_Blair_0080.jpg,samples/0.005/vf_7d3bb72dda48/target_enroll/Colin_Powell_0218.jpg,samples/0.005/vf_7d3bb72dda48/adversarial/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_7d3bb72dda48/perturbation/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.005_a0.001_s10_perturbation.jpg,Tony_Blair,Colin_Powell,0.47966246581077576,0.3230995237827301,0.52593017,0.23479041457176208,False,True,True,0.005,0.001,10,1.189233660697937,0.005000025033950806,0.5285708419999082
vf_b5633cd5a05d,pair_000007,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_b5633cd5a05d/source/Junichiro_Koizumi_0017.jpg,samples/0.005/vf_b5633cd5a05d/target_enroll/George_W_Bush_0391.jpg,samples/0.005/vf_b5633cd5a05d/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_b5633cd5a05d/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10_perturbation.jpg,Junichiro_Koizumi,George_W_Bush,0.47966246581077576,0.3100721538066864,0.69783604,0.43495944142341614,False,True,True,0.005,0.001,10,1.1682301759719849,0.005000025033950806,0.5319792200000393
vf_4321f23cd7aa,pair_000009,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_4321f23cd7aa/source/Tony_Blair_0016.jpg,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_4321f23cd7aa/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10_perturbation.jpg,Tony_Blair,Junichiro_Koizumi,0.47966246581077576,0.23096619546413422,0.46160468,0.26332299411296844,False,False,True,0.005,0.001,10,1.2236520051956177,0.005000025033950806,0.5287324559999433
vf_de3be2e27d53,pair_000017,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_de3be2e27d53/source/Gerhard_Schroeder_0074.jpg,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_de3be2e27d53/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10_perturbation.jpg,Gerhard_Schroeder,Jean_Chretien,0.47966246581077576,0.2069093883037567,0.47983536,0.30211636424064636,False,True,True,0.005,0.001,10,1.1764172315597534,0.005000025033950806,0.536251300999993
vf_090fcb274067,pair_000023,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_090fcb274067/source/Ariel_Sharon_0069.jpg,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_090fcb274067/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.jpg,Ariel_Sharon,Colin_Powell,0.47966246581077576,0.28864219784736633,0.50400639,0.24399682879447937,False,True,True,0.005,0.001,10,1.087838888168335,0.005000025033950806,0.5494645730000229
vf_72be6e8889a8,pair_000029,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_72be6e8889a8/source/George_W_Bush_0442.jpg,samples/0.005/vf_72be6e8889a8/target_enroll/Tony_Blair_0088.jpg,samples/0.005/vf_72be6e8889a8/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_72be6e8889a8/perturbation/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10_perturbation.jpg,George_W_Bush,Tony_Blair,0.47966246581077576,0.2958222031593323,0.53382748,0.2715389132499695,False,True,True,0.005,0.001,10,1.1269844770431519,0.005000025033950806,0.5532550460000039
vf_3229b831cddf,pair_000030,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_3229b831cddf/source/George_W_Bush_0510.jpg,samples/0.005/vf_3229b831cddf/target_enroll/John_Ashcroft_0006.jpg,samples/0.005/vf_3229b831cddf/adversarial/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_3229b831cddf/perturbation/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10_perturbation.jpg,George_W_Bush,John_Ashcroft,0.47966246581077576,0.21223020553588867,0.48770806,0.3337286710739136,False,True,True,0.005,0.001,10,1.2234599590301514,0.005000025033950806,0.5354022059998442
vf_c5bf893fcfcd,pair_000032,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_c5bf893fcfcd/source/Hugo_Chavez_0046.jpg,samples/0.005/vf_c5bf893fcfcd/target_enroll/Junichiro_Koizumi_0040.jpg,samples/0.005/vf_c5bf893fcfcd/adversarial/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_c5bf893fcfcd/perturbation/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.005_a0.001_s10_perturbation.jpg,Hugo_Chavez,Junichiro_Koizumi,0.47966246581077576,0.19210177659988403,0.47344941,0.3090354800224304,False,False,True,0.005,0.001,10,1.1843011379241943,0.005000025033950806,0.5272992549998889
vf_c4edf24d3517,pair_000036,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_c4edf24d3517/source/Gerhard_Schroeder_0084.jpg,samples/0.005/vf_c4edf24d3517/target_enroll/Hugo_Chavez_0032.jpg,samples/0.005/vf_c4edf24d3517/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_c4edf24d3517/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10_perturbation.jpg,Gerhard_Schroeder,Hugo_Chavez,0.47966246581077576,0.1922152042388916,0.46921083,0.3102821111679077,False,False,True,0.005,0.001,10,1.1916624307632446,0.005000025033950806,0.5293917340000007
vf_b2ec962e2326,pair_000054,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,samples/0.005/vf_b2ec962e2326/source/Donald_Rumsfeld_0091.jpg,samples/0.005/vf_b2ec962e2326/target_enroll/John_Ashcroft_0026.jpg,samples/0.005/vf_b2ec962e2326/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_b2ec962e2326/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.005_a0.001_s10_perturbation.jpg,Donald_Rumsfeld,John_Ashcroft,0.47966246581077576,0.22119750082492828,0.44046399,0.27452413737773895,False,False,True,0.005,0.001,10,1.1971746683120728,0.005000025033950806,0.5339174169998842
